address,cuisines/0,cuisines/1,cuisines/2,cuisines/3,id,image,latitude,localName,longitude,mealTypes/0,menuWebUrl,name,numberOfReviews,phone,priceLevel,priceRange,rankingDenominator,rankingPosition,rating,rawRanking,webUrl,website
"137-10, Sangmujayu-Ro, Gwangju South Korea",,,,,9360698,,,오션참치,,,,Osyeon Tuna,2,,,,954,194,4.5,3.02806043624878,https://www.tripadvisor.com/Restaurant_Review-g304129-d9360698-Reviews-Osyeon_Tuna-Gwangju.html,
"29, Sangmujungang-Ro, Gwangju South Korea",,,,,9184453,,,밀러타임,,,,Wheat Reo Time,2,,,,954,192,4.5,3.02842473983765,https://www.tripadvisor.com/Restaurant_Review-g304129-d9184453-Reviews-Wheat_Reo_Time-Gwangju.html,
"15-1, Chipyeong-Ro, Gwangju South Korea",,,,,8915132,,,제일반점,,,,Best Chinese Restaurant,2,,,,954,195,4.5,3.02801442146301,https://www.tripadvisor.com/Restaurant_Review-g304129-d8915132-Reviews-Best_Chinese_Restaurant-Gwangju.html,
"176, Sangmujayu-Ro, Gwangju South Korea",,,,,9180815,,,완산골명가,,,,Wan Mountain Gol Famous House,2,+82 62-376-7727,,,954,188,4.5,3.02861523628235,https://www.tripadvisor.com/Restaurant_Review-g304129-d9180815-Reviews-Wan_Mountain_Gol_Famous_House-Gwangju.html,
"6-7, Yong-daero53beon-Gil, Gwangju South Korea",,,,,9221638,,35.12153,토라네코,126.91725,,,Tora Ne Ko,2,+82 62-675-2234,,,954,196,4.5,3.02799820899963,https://www.tripadvisor.com/Restaurant_Review-g304129-d9221638-Reviews-Tora_Ne_Ko-Gwangju.html,
"213, Uncheon-Ro, Gwangju South Korea",,,,,9321091,https://media-cdn.tripadvisor.com/media/photo-o/1a/eb/98/ee/reudel-pakelreis.jpg,35.151165,플로르델마르,126.85458,,,Peulro Reudel Mareu,3,,,,954,186,4,3.02907133102417,https://www.tripadvisor.com/Restaurant_Review-g304129-d9321091-Reviews-Peulro_Reudel_Mareu-Gwangju.html,
"19, Seongchon-Gil, Gwangju South Korea",,,,,9300655,https://media-cdn.tripadvisor.com/media/photo-o/0f/e4/bd/95/20170715-122838-largejpg.jpg,,섬진강다슬기,,,,River Seomjin Marsh Snail,2,,,,954,187,4.5,3.0289740562439,https://www.tripadvisor.com/Restaurant_Review-g304129-d9300655-Reviews-River_Seomjin_Marsh_Snail-Gwangju.html,
"813, Sangmu-Daero, Gwangju South Korea",,,,,9028524,,,광수기정떡,,,,Gwangsu Gijeong Rice Cake,2,,,,954,189,4.5,3.02854657173157,https://www.tripadvisor.com/Restaurant_Review-g304129-d9028524-Reviews-Gwangsu_Gijeong_Rice_Cake-Gwangju.html,
"32-1, Gyeongahn-dong, Gwangju, Gyeonggi-do South Korea",Cafe,,,,3934649,,,카페베네 광주경안점,,,,Caffe Bene  Gwangju  Gyeongan Store,2,,,,212,210,1.5,2.82437348365784,https://www.tripadvisor.com/Restaurant_Review-g2024868-d3934649-Reviews-Caffe_Bene_Gwangju_Gyeongan_Store-Gwangju_Gyeonggi_do.html,
"1239-7, Sinchang-dong, Gwangsan-gu #101, Dahye Bldg., Gwangju, Gyeonggi-do South Korea",Barbecue,,,,4128147,,,BBQ Gwangju Shinchang,,,,BBQ Gwangju Shinchang,0,+82 62-962-9209,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4128147-Reviews-BBQ_Gwangju_Shinchang-Gwangju_Gyeonggi_do.html,
"1, Jisan-Ro, Gwangju South Korea",,,,,9355014,,,옴서감서,,,,Om Seo Gamseo,2,,,,954,183,4.5,3.02941131591797,https://www.tripadvisor.com/Restaurant_Review-g304129-d9355014-Reviews-Om_Seo_Gamseo-Gwangju.html,
"49-1, Gwangcheon-dong, Seo-gu, Gwangju South Korea",Cafe,,,,3937483,,,카페베네  유스퀘어점,,,,Caffe Bene U Square Store,8,,,,954,180,3.5,3.02957248687744,https://www.tripadvisor.com/Restaurant_Review-g304129-d3937483-Reviews-Caffe_Bene_U_Square_Store-Gwangju.html,
"20, Guseong-ro 194beon-gil, Dong-gu, Gwangju South Korea",,,,,6352915,https://media-cdn.tripadvisor.com/media/photo-o/05/6b/4d/cb/hyanggyewon.jpg,35.15171,향계원,126.91534,,,Hyanggyewon,3,+82 62-233-9952,,,954,185,4.5,3.02930402755737,https://www.tripadvisor.com/Restaurant_Review-g304129-d6352915-Reviews-Hyanggyewon-Gwangju.html,
"7, Jisan-Ro, Gwangju South Korea",,,,,8934179,,,에이플러스,,,,A Plus,2,,,,954,182,4.5,3.02942180633545,https://www.tripadvisor.com/Restaurant_Review-g304129-d8934179-Reviews-A_Plus-Gwangju.html,
"179, Baekseo-Ro, Gwangju South Korea",,,,,9151631,,,장모사랑,,,,Jangmo Love,3,,,,954,175,4,3.02989768981934,https://www.tripadvisor.com/Restaurant_Review-g304129-d9151631-Reviews-Jangmo_Love-Gwangju.html,
"9, Singa-Ro, Gwangju South Korea",,,,,9430335,,,깻잎칩킨,,,,Kkaetip Chip Kin,2,+82 62-959-8855,,,954,174,4.5,3.0300030708313,https://www.tripadvisor.com/Restaurant_Review-g304129-d9430335-Reviews-Kkaetip_Chip_Kin-Gwangju.html,
"30, Chipyeong-Ro, Gwangju South Korea",,,,,9294689,,,떡볶이삼촌,,,,Rice Cake Boki Sam Village,2,,,,954,171,4.5,3.03022789955139,https://www.tripadvisor.com/Restaurant_Review-g304129-d9294689-Reviews-Rice_Cake_Boki_Sam_Village-Gwangju.html,
"61, Jukbong-Daero, Gwangju South Korea",,,,,9331565,,35.158806,파파이스,126.88202,,,Popeyes,4,+82 62-360-1951,,,954,181,4,3.02948021888733,https://www.tripadvisor.com/Restaurant_Review-g304129-d9331565-Reviews-Popeyes-Gwangju.html,
"30-6, Suwan-ro52beon-Gil, Gwangju South Korea",,,,,9408577,,35.189816,미친고기,126.8304,,,Michin Meat,2,,,,954,173,4.5,3.03020191192627,https://www.tripadvisor.com/Restaurant_Review-g304129-d9408577-Reviews-Michin_Meat-Gwangju.html,
"15-7, Jungang-ro160beon-Gil, Gwangju South Korea",,,,,9333101,,35.14771,돈까스지로,126.915016,,,Pork Cutlet Jiro,2,,,,954,168,4.5,3.03080654144287,https://www.tripadvisor.com/Restaurant_Review-g304129-d9333101-Reviews-Pork_Cutlet_Jiro-Gwangju.html,
"40, Sicheong-Ro, Gwangju South Korea",,,,,8953675,,,바이킹스,,,,Bai King Seu,2,+82 62-383-8892,,,954,172,4.5,3.03022408485413,https://www.tripadvisor.com/Restaurant_Review-g304129-d8953675-Reviews-Bai_King_Seu-Gwangju.html,
"792-7, Songjeong-dong, Gwangsan-gu, Gwangju, Gyeonggi-do South Korea",,,,,3939625,,,롯데리아 광주송정,,,,Lotteria Gwangju Songjeong Store,0,+82 62-944-0058,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d3939625-Reviews-Lotteria_Gwangju_Songjeong_Store-Gwangju_Gyeonggi_do.html,
"706, Seomun-Daero, Gwangju South Korea",,,,,9178636,,,유생촌,,,,Yusaeng Village,5,+82 62-652-7707,,,954,167,4,3.03082013130188,https://www.tripadvisor.com/Restaurant_Review-g304129-d9178636-Reviews-Yusaeng_Village-Gwangju.html,
"137-13, Donggyecheon-Ro, Gwangju South Korea",,,,,9304199,,,로니끄,,,,Roni Kkeu,4,,,,954,184,4,3.02936792373657,https://www.tripadvisor.com/Restaurant_Review-g304129-d9304199-Reviews-Roni_Kkeu-Gwangju.html,
"213, Uncheon-ro, Seo-gu, Gwangju, Gyeonggi-do 61964 South Korea",Steakhouse,,,,14014964,,,젓가락 스테이크 굽다 - 광주 본점,,,http://gupda.com/menu,Jeokkarak Steak Gupda - Gwangju Main Store,0,+82 62-385-8253,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d14014964-Reviews-Jeokkarak_Steak_Gupda_Gwangju_Main_Store-Gwangju_Gyeonggi_do.html,http://gupda.com/19#/map23369
"17, Seoseok-ro 7beon-gil, Dong-gu, Gwangju 61484 South Korea",,,,,14167430,https://media-cdn.tripadvisor.com/media/photo-o/14/15/9b/20/beautiful-presentation.jpg,35.146362,배익호리,126.913506,,,Bakehory,1,+82 62-233-1188,,,954,287,5,3.0217113494873,https://www.tripadvisor.com/Restaurant_Review-g304129-d14167430-Reviews-Bakehory-Gwangju.html,
"137-10, Sangmujayu-Ro, Gwangju South Korea",,,,,9390974,,,새마을식당,,,,New Village Restaurant,3,+82 62-385-3992,,,954,166,4,3.03096461296082,https://www.tripadvisor.com/Restaurant_Review-g304129-d9390974-Reviews-New_Village_Restaurant-Gwangju.html,
"85, Ilgoktaekji-Ro, Gwangju South Korea",,,,,9104439,,,담양창평국밥,,,,Damyang Changpyeong Rice Soup,2,,,,954,190,4.5,3.02853298187256,https://www.tripadvisor.com/Restaurant_Review-g304129-d9104439-Reviews-Damyang_Changpyeong_Rice_Soup-Gwangju.html,
"109-1, Baekun-Ro, Gwangju South Korea",,,,,8894729,,35.143047,콜롬방제과,126.9064,,,Call Rom Bang Bakery,2,,,,954,177,4.5,3.02979135513306,https://www.tripadvisor.com/Restaurant_Review-g304129-d8894729-Reviews-Call_Rom_Bang_Bakery-Gwangju.html,
"32-1, Gyeongan-dong, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,6684388,,,김가네 광주경안점,,,,Gimgane Gwangju Gyeongan,0,+82 31-768-7792,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d6684388-Reviews-Gimgane_Gwangju_Gyeongan-Gwangju_Gyeonggi_do.html,
"827-16, Ilgok-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Barbecue,,,,4121392,,,BBQ 광주일곡점,,,,BBQ Gwangju Ilgok,0,+82 62-432-9288,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4121392-Reviews-BBQ_Gwangju_Ilgok-Gwangju_Gyeonggi_do.html,
"104, Cheomdanjungang-ro, Gwangsan-gu, Gwangju 62276 South Korea",Cafe,,,,9245213,,,스타벅스 광주첨단점,,,,Starbucks Gwangju Cheomdan,1,+82 62-971-8719,,,954,450,4,3.01376485824585,https://www.tripadvisor.com/Restaurant_Review-g304129-d9245213-Reviews-Starbucks_Gwangju_Cheomdan-Gwangju.html,http://www.istarbucks.co.kr
"299-2, Namjong-myeon, Gwangju, Gyeonggi-do South Korea",Asian,Korean,Vegetarian Friendly,,4033252,https://media-cdn.tripadvisor.com/media/photo-o/04/92/f2/a0/caption.jpg,37.39409,강마을다람쥐,127.29232,Lunch,,Gangmaeul Daramjwi,16,+82 31-762-5574,$$ - $$$,,212,3,4,3.13283634185791,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4033252-Reviews-Gangmaeul_Daramjwi-Gwangju_Gyeonggi_do.html,
"22, Yangsan-Ro, Gwangju South Korea",,,,,9028231,,,광주통닭,,,,Gwangju Whole Chicken,1,,,,954,372,5,3.01762652397156,https://www.tripadvisor.com/Restaurant_Review-g304129-d9028231-Reviews-Gwangju_Whole_Chicken-Gwangju.html,
"20-1, Seoseok-Ro, Gwangju South Korea",,,,,9383276,,,남다른감자탕,,,,Nam Dareun Pork Back-Bone Stew,3,,,,954,198,4.5,3.02782106399536,https://www.tripadvisor.com/Restaurant_Review-g304129-d9383276-Reviews-Nam_Dareun_Pork_Back_Bone_Stew-Gwangju.html,
"250-2, Geumnam-Ro, Gwangju South Korea",,,,,9395903,,,칼국수CAFE엄마랑,,,,Noodles Soup Cafe Mommy Rang,3,+82 62-234-4447,,,954,169,4,3.03044366836548,https://www.tripadvisor.com/Restaurant_Review-g304129-d9395903-Reviews-Noodles_Soup_Cafe_Mommy_Rang-Gwangju.html,
"23-139, Hwajeong1-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",Seafood,Fusion,,,4123196,,,피쉬앤그릴 광주화정점,,,,Fish & Grill Gwangju Hwajeong,0,+82 62-362-8005,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4123196-Reviews-Fish_Grill_Gwangju_Hwajeong-Gwangju_Gyeonggi_do.html,
"495-9, Unam-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Pizza,,,,4120670,,,도미노피자 광주북구이호점,,,,Domino's Pizza Gwangju Bukgu Iho,0,+82 62-531-3082,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4120670-Reviews-Domino_s_Pizza_Gwangju_Bukgu_Iho-Gwangju_Gyeonggi_do.html,
"807-5, Hwajeong-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",,,,,3972776,,,배스킨라빈스 광주염주,,,,Baskin-Robbins Gwangju Yeomju Store,0,+82 62-401-5772,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d3972776-Reviews-Baskin_Robbins_Gwangju_Yeomju_Store-Gwangju_Gyeonggi_do.html,
"1129-3, Shinchang-dong, Gwangsan-gu, Gwangju, Gyeonggi-do South Korea",Cafe,,,,3934623,,,카페베네 광주신창점,,,,Caffe Bene  Gwangju  Shinchang Store,0,,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d3934623-Reviews-Caffe_Bene_Gwangju_Shinchang_Store-Gwangju_Gyeonggi_do.html,
"14, Hodong-Ro, Gwangju South Korea",,,,,9122289,,,동대문엽기떡볶이,,,,Dongdaemun Bizzare Rice Cake Boki,1,+82 62-267-8592,,,954,224,5,3.02613210678101,https://www.tripadvisor.com/Restaurant_Review-g304129-d9122289-Reviews-Dongdaemun_Bizzare_Rice_Cake_Boki-Gwangju.html,
"12, Seobang-ro9beon-Gil, Gwangju South Korea",,,,,9095489,,35.17406,다다,126.91434,,,Dada,1,,,,954,222,5,3.02613210678101,https://www.tripadvisor.com/Restaurant_Review-g304129-d9095489-Reviews-Dada-Gwangju.html,
"133, Baekseo-Ro, Gwangju South Korea",,,,,9156197,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/f5/43/fb/caption.jpg,,정산회관,,,,Jeong Mountain Hall,1,+82 62-224-4428,,,954,226,5,3.02602291107178,https://www.tripadvisor.com/Restaurant_Review-g304129-d9156197-Reviews-Jeong_Mountain_Hall-Gwangju.html,
"47, Moryongdae-gil, Buk-gu, Gwangju 61029 South Korea",Seafood,Asian,Korean,,13161896,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/2d/4e/1a/caption.jpg,,김연수해물나라,,,,Kim Yeonsu Haemul Nara,1,+82 62-571-8400,,,954,221,5,3.02624177932739,https://www.tripadvisor.com/Restaurant_Review-g304129-d13161896-Reviews-Kim_Yeonsu_Haemul_Nara-Gwangju.html,
"213, Uncheon-Ro, Gwangju South Korea",,,,,9256469,,35.15112,달콤커피,126.85453,,,Sweet Coffee,3,+82 62-371-3398,,,954,844,3.5,3.0081889629364,https://www.tripadvisor.com/Restaurant_Review-g304129-d9256469-Reviews-Sweet_Coffee-Gwangju.html,
"62, Sangmuyeonha-Ro, Gwangju South Korea",,,,,9287460,,35.15374,설빙,126.85051,,,Snow Ice,1,+82 62-382-9981,,,954,223,5,3.02613210678101,https://www.tripadvisor.com/Restaurant_Review-g304129-d9287460-Reviews-Snow_Ice-Gwangju.html,
"200, Dongmun-Daero, Gwangju South Korea",,,,,9077194,https://media-cdn.tripadvisor.com/media/photo-o/1a/44/a1/cf/kitkat.jpg,,던킨도너츠,,,,Dunkin' Donuts,1,+82 62-262-6363,,,954,218,5,3.02633357048035,https://www.tripadvisor.com/Restaurant_Review-g304129-d9077194-Reviews-Dunkin_Donuts-Gwangju.html,
"71, Uijae-Ro, Gwangju South Korea",,,,,9279679,,,신락원,,,,Sin Rakwon,2,,,,954,219,4.5,3.02628755569458,https://www.tripadvisor.com/Restaurant_Review-g304129-d9279679-Reviews-Sin_Rakwon-Gwangju.html,
"2, Bamsil-ro 167beon-gil, Buk-gu, Gwangju 61163 South Korea",Seafood,Asian,Korean,Grill,19448823,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/c4/b3/cc/photo0jpg.jpg,35.162544,두암골 풍천 장어,126.93458,,,Duamgol Pungcheo Jangeo,1,+82 62-251-2225,,,954,215,5,3.02681517601013,https://www.tripadvisor.com/Restaurant_Review-g304129-d19448823-Reviews-Duamgol_Pungcheo_Jangeo-Gwangju.html,
"112, Chipyeong-Ro, Gwangju South Korea",,,,,9012872,,,고봉민김밥인,,,,Gobong Min Gimbap in,2,,,,954,214,4.5,3.02685880661011,https://www.tripadvisor.com/Restaurant_Review-g304129-d9012872-Reviews-Gobong_Min_Gimbap_in-Gwangju.html,
"6, Dokrip-ro264beon-Gil, Gwangju South Korea",,,,,8892413,,,카페멜트,,,,Cafe Melteu,2,,,,954,211,4.5,3.02698540687561,https://www.tripadvisor.com/Restaurant_Review-g304129-d8892413-Reviews-Cafe_Melteu-Gwangju.html,
"12, Cheonbyeonu-ro283beon-Gil, Gwangju South Korea",,,,,9112428,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/13/2a/5b/caption.jpg,35.15381,미식정,126.90562,,,Delicacies Jeong,1,,,,954,205,5,3.0271155834198,https://www.tripadvisor.com/Restaurant_Review-g304129-d9112428-Reviews-Delicacies_Jeong-Gwangju.html,
"129, Uncheon-Ro, Gwangju South Korea",,,,,8968025,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/3f/f0/63/20181031-122522-largejpg.jpg,,이바돔감자탕,,,,Ibadom Pork Back-Bone Stew,3,+82 62-381-6091,,,954,209,4,3.02711367607117,https://www.tripadvisor.com/Restaurant_Review-g304129-d8968025-Reviews-Ibadom_Pork_Back_Bone_Stew-Gwangju.html,
"38, bongseon2-Ro, Gwangju South Korea",,,,,9297815,https://media-cdn.tripadvisor.com/media/photo-o/0b/bb/ff/5b/20160625-002026-largejpg.jpg,35.125546,리얼펍,126.91058,,,Rieol Pub,2,,,,954,216,4.5,3.02659726142883,https://www.tripadvisor.com/Restaurant_Review-g304129-d9297815-Reviews-Rieol_Pub-Gwangju.html,
"41, Sangmuyeonha-Ro, Gwangju South Korea",,,,,8948179,,35.15202,아웃백,126.849915,,,Autbaek,2,+82 62-374-3761,,,954,204,4.5,3.02715468406677,https://www.tripadvisor.com/Restaurant_Review-g304129-d8948179-Reviews-Autbaek-Gwangju.html,
"55, Baekun-Ro, Gwangju South Korea",,,,,8885819,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/13/2e/8f/caption.jpg,35.138126,황소알곱창,126.90633,,,Bull Al Tripes,1,,,,954,207,5,3.0271155834198,https://www.tripadvisor.com/Restaurant_Review-g304129-d8885819-Reviews-Bull_Al_Tripes-Gwangju.html,
"4, Daenam-daero283beon-Gil, Gwangju South Korea",,,,,9426568,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/13/4a/79/caption.jpg,35.137573,왕대박삼순이네,126.89601,,,King Awesome Sam Suni Ne,1,,,,954,208,5,3.0271155834198,https://www.tripadvisor.com/Restaurant_Review-g304129-d9426568-Reviews-King_Awesome_Sam_Suni_Ne-Gwangju.html,
"68, Saemal-gil 167beon-gil, Opo-eup, Gwangju, Gyeonggi-do 12771 South Korea",,,,,8776024,https://media-cdn.tripadvisor.com/media/photo-o/0e/c9/04/5b/photo4jpg.jpg,37.378227,카페인신현리,127.16422,,,Caffeine Sinhyeon-ri,18,+82 70-5073-2424,$$ - $$$,,212,1,4.5,3.17034292221069,https://www.tripadvisor.com/Restaurant_Review-g2024868-d8776024-Reviews-Caffeine_Sinhyeon_ri-Gwangju_Gyeonggi_do.html,https://www.facebook.com/caffeinesinhyeonri
"34-3, Seoseok-Ro, Gwangju South Korea",,,,,8941864,,,아는오빠,,,,Aneun Oppa,2,+82 62-222-5842,,,954,200,4.5,3.027592420578,https://www.tripadvisor.com/Restaurant_Review-g304129-d8941864-Reviews-Aneun_Oppa-Gwangju.html,
"2, Bongseon-ro144beon-Gil, Gwangju South Korea",,,,,9115210,,35.122726,등촌샤브샤브아구찜전문점,126.91051,,,Deung Village Shabu Shabu Monkfish Steamed Dish Speciality,2,,,,954,202,4.5,3.027263879776,https://www.tripadvisor.com/Restaurant_Review-g304129-d9115210-Reviews-Deung_Village_Shabu_Shabu_Monkfish_Steamed_Dish_Speciality-Gwangju.html,
"94, Seoljuk-ro214beon-Gil, Gwangju South Korea",,,,,9069843,,35.177704,도스마스,126.90281,,,Doseu Maseu,2,+82 70-4306-9033,,,954,199,4.5,3.02763247489929,https://www.tripadvisor.com/Restaurant_Review-g304129-d9069843-Reviews-Doseu_Maseu-Gwangju.html,
"77, Jangsin-ro, Gwangsan-gu 1F, Gwangju 62224 South Korea",Italian,Pizza,Asian,Korean,14791069,https://media-cdn.tripadvisor.com/media/photo-o/13/a6/32/23/c360-2018-07-06-17-46.jpg,35.191174,타오 두번째이야기,126.81859,,,Tao Second Story,2,+82 62-951-2216,,,954,229,4,3.02549886703491,https://www.tripadvisor.com/Restaurant_Review-g304129-d14791069-Reviews-Tao_Second_Story-Gwangju.html,
"55, Jami-Ro, Gwangju South Korea",,,,,9021181,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/fa/e0/7f/caption.jpg,,대왕김밥전대정문,,,,Great King Gimbap Pancake Dae Jeongmun,1,,,,954,225,5,3.02605009078979,https://www.tripadvisor.com/Restaurant_Review-g304129-d9021181-Reviews-Great_King_Gimbap_Pancake_Dae_Jeongmun-Gwangju.html,
"22, Hwagae 2-ro, Seo-gu, Gwangju 62022 South Korea",Asian,Korean,,,8121492,https://media-cdn.tripadvisor.com/media/photo-o/07/fa/47/c7/food.jpg,,마재식육식당,,,,Maje Sikyuk Sikdang,2,+82 62-681-9658,,,954,220,4.5,3.02627468109131,https://www.tripadvisor.com/Restaurant_Review-g304129-d8121492-Reviews-Maje_Sikyuk_Sikdang-Gwangju.html,
"94-3, Chungjang-ro, Dong-gu, Gwangju 61483 South Korea",,,,,9077692,,,던킨도너츠 광주우체국점,,,,Dunkin' Donuts Gwangju Post Office,3,+82 62-236-2314,,,954,947,2.5,2.86145758628845,https://www.tripadvisor.com/Restaurant_Review-g304129-d9077692-Reviews-Dunkin_Donuts_Gwangju_Post_Office-Gwangju.html,
"77, Sicheong-ro, Seo-gu, Gwangju 61947 South Korea",Cafe,,,,19466038,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/1e/c3/99/20191105-120838-largejpg.jpg,,유달리,,,,U Dally,1,+82 62-381-0072,,,954,438,4,3.01397466659546,https://www.tripadvisor.com/Restaurant_Review-g304129-d19466038-Reviews-U_Dally-Gwangju.html,
"8, Munhwajeondang-ro26beon-Gil, Gwangju South Korea",,,,,9137356,,35.144928,춘추관,126.92043,,,Chunchu Restaurant,2,,,,954,227,4.5,3.02592420578003,https://www.tripadvisor.com/Restaurant_Review-g304129-d9137356-Reviews-Chunchu_Restaurant-Gwangju.html,
"50-23 Jaeseokro 80 Gil, Nam-Ku 1st. Fl., Gwangju South Korea",,,,,10202327,https://media-cdn.tripadvisor.com/media/photo-p/0b/80/70/b3/caption.jpg,,빵데루아,,,,Pain Des Rois,1,,,,954,791,4,3.0085871219635,https://www.tripadvisor.com/Restaurant_Review-g304129-d10202327-Reviews-Pain_Des_Rois-Gwangju.html,
"830-3, Ilgok-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Pizza,,,,4128098,,,미스터피자 광주일곡점,,,,Mister Pizza Gwangju Ilgok,0,+82 62-571-6688,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4128098-Reviews-Mister_Pizza_Gwangju_Ilgok-Gwangju_Gyeonggi_do.html,
"18 banchi, Maegok-dong, Buk-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4122084,,,원할머니보쌈 광주매곡점,,,,Wonhalmeoni Bossam Gwangju Maegok,0,+82 62-573-5656,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4122084-Reviews-Wonhalmeoni_Bossam_Gwangju_Maegok-Gwangju_Gyeonggi_do.html,
"569 banchi, Jinwol-dong, Nam-gu, Gwangju, Gyeonggi-do South Korea",Asian,Korean,,,4123407,,,한솥도시락 광주대점,,,,Hansot Dosirak Gwangju University,0,+82 62-674-1006,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4123407-Reviews-Hansot_Dosirak_Gwangju_University-Gwangju_Gyeonggi_do.html,
"460-33, Nongseong-dong, Seo-gu, Gwangju, Gyeonggi-do South Korea",Pizza,,,,4121194,,,미스터피자 광주터미널점,,,,Mister Pizza Gwangju Terminal,0,+82 62-364-5002,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g2024868-d4121194-Reviews-Mister_Pizza_Gwangju_Terminal-Gwangju_Gyeonggi_do.html,
"23-9, Seoseok-Ro, Gwangju South Korea",,,,,9094748,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/13/58/0d/caption.jpg,,불로동텟판,,,,Fire Dong Tet Pan,1,+82 62-412-1005,,,954,206,5,3.0271155834198,https://www.tripadvisor.com/Restaurant_Review-g304129-d9094748-Reviews-Fire_Dong_Tet_Pan-Gwangju.html,
"41-1, Seoseok-Ro, Gwangju South Korea",,,,,9150865,,,장독대주막,,,,Jangdokdae Tavern,3,,,,954,210,4,3.02705812454224,https://www.tripadvisor.com/Restaurant_Review-g304129-d9150865-Reviews-Jangdokdae_Tavern-Gwangju.html,
"136, Jiho-ro, Dong-gu, Gwangju 61447 South Korea",American,Cafe,,,12804853,https://media-cdn.tripadvisor.com/media/photo-o/10/4e/4f/5a/photo1jpg.jpg,,빌라로마,,,,Villa Roma,1,+82 62-228-1355,,,954,338,5,3.01955127716064,https://www.tripadvisor.com/Restaurant_Review-g304129-d12804853-Reviews-Villa_Roma-Gwangju.html,
"8, Jeungsimsa-gil, Dong-gu, Gwangju 61493 South Korea",Cafe,,,,12657113,,,카페보니또 무등산점,,,,Cafe Bonito Mudeungsan,0,+82 62-223-3100,,,,,,,https://www.tripadvisor.com/Restaurant_Review-g304129-d12657113-Reviews-Cafe_Bonito_Mudeungsan-Gwangju.html,http://bonitodesign.blog.me/220197132518
"9, Yuanchodeungbuk-Gil, Gwangju South Korea",,,,,9181872,,,물텀벙아구찜,,,,Water Teombeong Monkfish Steamed Dish,2,+82 62-672-5309,,,954,203,4.5,3.02716064453125,https://www.tripadvisor.com/Restaurant_Review-g304129-d9181872-Reviews-Water_Teombeong_Monkfish_Steamed_Dish-Gwangju.html,
"Bichgoeulhanjeongsik 266 Cheonbyeonjwaha-ro, Gwangju 61944 South Korea",Chinese,,,,12991689,,,이비가짬뽕상무점,,,,Ibiga Jjamppong Sangmu,1,+82 62-375-8588,,,954,950,1,2.8012547492981,https://www.tripadvisor.com/Restaurant_Review-g304129-d12991689-Reviews-Ibiga_Jjamppong_Sangmu-Gwangju.html,
"146, Munhyeongsan-gil, Opo-eup, Gwangju, Gyeonggi-do 12771 South Korea",Italian,Pizza,Cafe,Barbecue,17758783,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/59/73/e7/photo0jpg.jpg,37.36915,러스틱하우스,127.1687,Lunch,,Rustic House,4,+82 31-719-9291,,,212,24,4,3.03986263275146,https://www.tripadvisor.com/Restaurant_Review-g2024868-d17758783-Reviews-Rustic_House-Gwangju_Gyeonggi_do.html,http://rustichouse.modoo.at
"8, Dongmun-daero97beon-Gil, Gwangju South Korea",,,,,9152607,https://media-cdn.tripadvisor.com/media/photo-m/1280/16/f1/7a/29/caption.jpg,35.17256,자라봉국밥,126.92412,,,Jara Bong Rice Soup,1,+82 62-268-3302,,,954,259,5,3.02404403686523,https://www.tripadvisor.com/Restaurant_Review-g304129-d9152607-Reviews-Jara_Bong_Rice_Soup-Gwangju.html,
